,ID1,ID2,Y,Side Effect Name,X1,X2
11,CID000002173,CID000003345,56,Apnea,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
12,CID000002173,CID000003345,247,Drug hypersensitivity,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
13,CID000002173,CID000003345,328,flatulence,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
14,CID000002173,CID000003345,1149,pain in throat,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
15,CID000002173,CID000003345,442,allergies,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
16,CID000002173,CID000003345,853,thrombocytopenia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
17,CID000002173,CID000003345,1226,bradycardia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
18,CID000002173,CID000003345,1132,lung infiltration,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
19,CID000002173,CID000003345,391,Bleeding,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
20,CID000002173,CID000003345,1072,hypoglycaemia neonatal,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
21,CID000002173,CID000003345,1136,Gastrointestinal Obstruction,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
22,CID000002173,CID000003345,433,hyperglycaemia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
23,CID000002173,CID000003345,679,peritonitis,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
24,CID000002173,CID000003345,457,hypoglycaemia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
25,CID000002173,CID000003345,0,abdominal distension,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
26,CID000002173,CID000003345,369,asystole,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
27,CID000002173,CID000003345,143,cerebral infarct,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
28,CID000002173,CID000003345,1143,hypoxia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
29,CID000002173,CID000003345,258,Difficulty breathing,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
30,CID000002173,CID000003345,466,decreased body temperature,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
31,CID000002173,CID000003345,658,adynamic ileus,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
32,CID000002173,CID000003345,1155,sepsis,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
33,CID000002173,CID000003345,1025,Hypomagnesaemia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
34,CID000002173,CID000003345,757,neonatal respiratory distress syndrome,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
35,CID000002173,CID000003345,758,Acute Respiratory Distress Syndrome,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
36,CID000002173,CID000003345,518,lipoma,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
37,CID000002173,CID000003345,666,pelvic infection,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
38,CID000002173,CID000003345,57,appendectomy,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
39,CID000002173,CID000003345,327,flank pain,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
40,CID000002173,CID000003345,699,pneumothorax,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
41,CID000002173,CID000003345,58,appendicitis,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
42,CID000002173,CID000003345,827,Strabismus,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
43,CID000002173,CID000003345,455,Blood calcium decreased,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
44,CID000002173,CID000003345,1286,respiratory failure,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
45,CID000002173,CID000003345,447,pulmonary hypertension,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
46,CID000002173,CID000003345,429,Hypercapnia,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
47,CID000002173,CID000003345,479,intestinal perforation,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
48,CID000002173,CID000003345,512,leucocytosis,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
49,CID000002173,CID000003345,528,Disorder Lung,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
50,CID000002173,CID000003345,420,hot flash,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
51,CID000002173,CID000003345,464,arterial pressure NOS decreased,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
52,CID000002173,CID000003345,1100,metabolic acidosis,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
53,CID000002173,CID000003345,207,Bladder inflammation,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
54,CID000002173,CID000003345,72,ascites,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
55,CID000002173,CID000003345,249,patent ductus arteriosis,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
56,CID000005206,CID000009433,853,thrombocytopenia,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
57,CID000005206,CID000009433,841,sinus tachycardia,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
58,CID000005206,CID000009433,830,stridor,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
59,CID000005206,CID000009433,1236,arterial pressure NOS increased,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
60,CID000005206,CID000009433,1221,Hypoventilation,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
61,CID000005206,CID000009433,267,edema,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
62,CID000005206,CID000009433,523,disease of liver,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
63,CID000005206,CID000009433,1033,Aspartate Aminotransferase Increase,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
64,CID000005206,CID000009433,1194,Cold extremities,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
65,CID000005206,CID000009433,247,Drug hypersensitivity,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
66,CID000005206,CID000009433,330,facial flushing,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
67,CID000005206,CID000009433,36,anaphylactic reaction,C(OC(C(F)(F)F)C(F)(F)F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
68,CID000003929,CID000150610,304,eruption,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
69,CID000003929,CID000150610,13,acute pancreatitis,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
70,CID000003929,CID000150610,692,neumonia,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
71,CID000003929,CID000150610,255,abnormal movements,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
72,CID000003929,CID000150610,1286,respiratory failure,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
73,CID000003929,CID000150610,14,adenocarcinoma,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
74,CID000003929,CID000150610,391,Bleeding,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
75,CID000003929,CID000150610,853,thrombocytopenia,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
76,CID000003929,CID000150610,184,confusion,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
77,CID000003929,CID000150610,1082,malnourished,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
78,CID000003929,CID000150610,392,haemorrhoids,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
79,CID000003929,CID000150610,267,edema,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
80,CID000003929,CID000150610,1257,still birth,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
81,CID000003929,CID000150610,37,anaemia,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
82,CID000003929,CID000150610,248,drug toxicity NOS,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
83,CID000003929,CID000150610,1273,increased white blood cell count,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
84,CID000003929,CID000150610,1155,sepsis,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
85,CID000003929,CID000150610,949,encephalopathy,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
86,CID000003929,CID000150610,47,Anorexia,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
87,CID000003929,CID000150610,878,tremor,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
88,CID000003929,CID000150610,364,Hallucination,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
89,CID000003929,CID000150610,529,chronic obstructive airway disease,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
90,CID000003929,CID000150610,245,drowsiness,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
91,CID000003929,CID000150610,367,Head ache,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
92,CID000001302,CID000005064,84,back injury,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
93,CID000001302,CID000005064,887,erythema,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
94,CID000001302,CID000005064,85,Back Ache,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
95,CID000001302,CID000005064,240,Diplopia,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
96,CID000001302,CID000005064,816,enlarged spleen,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
97,CID000001302,CID000005064,596,narcolepsy,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
98,CID000001302,CID000005064,299,esophageal spasm,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
99,CID000001302,CID000005064,304,eruption,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
100,CID000001302,CID000005064,1180,erosive gastritis,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
101,CID000001302,CID000005064,1207,gastroenteritis viral,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
102,CID000001302,CID000005064,539,Lymphocytes decreased,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
103,CID000001302,CID000005064,1260,Breast cancer,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
104,CID000001302,CID000005064,725,itch,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
105,CID000001302,CID000005064,39,haemolytic anaemia,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
106,CID000001302,CID000005064,888,upper gastrointestinal bleeding,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
107,CID000001302,CID000005064,485,icterus,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
108,CID000001302,CID000005064,343,gastroenteritis,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
109,CID000001302,CID000005064,656,optic disc edema,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
110,CID000001302,CID000005064,1277,sleep disorder,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
111,CID000001302,CID000005064,796,septic shock,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
112,CID000001302,CID000005064,941,bladder retention,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
113,CID000001302,CID000005064,55,Aphonia,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
114,CID000001302,CID000005064,648,Pain,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
115,CID000001302,CID000005064,931,idiopathic thrombocytopenic purpura,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
116,CID000001302,CID000005064,697,pneumonia staphylococcal,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
117,CID000001302,CID000005064,28,alopecia,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
